<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
LKOH;D;20170210;000000;3275;3298;3233;3245.5;668104;0
LKOH;D;20170213;000000;3261.5;3279;3221;3279;650494;0
LKOH;D;20170214;000000;3279;3279.5;3239;3250;510783;0
LKOH;D;20170215;000000;3242;3248;3173;3211;778957;0
LKOH;D;20170216;000000;3202.5;3233;3180;3232;397994;0
LKOH;D;20170217;000000;3239;3244;3168;3198.5;658816;0
LKOH;D;20170220;000000;3208;3217.5;3157;3180;477667;0
LKOH;D;20170221;000000;3175;3218.5;3161;3199.5;434554;0
LKOH;D;20170222;000000;3209.5;3215;3149;3175.5;637961;0
LKOH;D;20170224;000000;3165.5;3185;3127.5;3184;294854;0
LKOH;D;20170227;000000;3179.5;3189;3115;3135;547910;0
LKOH;D;20170228;000000;3140;3145;3077.5;3086;884754;0
LKOH;D;20170301;000000;3090;3137;3076.5;3120;569160;0
LKOH;D;20170302;000000;3125;3130.5;3080.5;3086;553071;0
LKOH;D;20170303;000000;3086.5;3090;3033;3085;654728;0
LKOH;D;20170306;000000;3073;3108.5;3055;3078.5;376471;0
LKOH;D;20170307;000000;3080;3099;3045;3070;678348;0
LKOH;D;20170309;000000;3025;3049;2937;2970;1224984;0
LKOH;D;20170310;000000;2970.5;3054;2955;3028;617101;0
LKOH;D;20170313;000000;3020;3085;3014.5;3051;409317;0
LKOH;D;20170314;000000;3063.5;3118;3043;3080;697452;0
LKOH;D;20170315;000000;3095;3122;3067.5;3088;758775;0
LKOH;D;20170316;000000;3121;3147.5;3075.5;3095;1012186;0
LKOH;D;20170317;000000;3090;3158.5;3082;3130;1105956;0
LKOH;D;20170320;000000;3132.5;3145;3056;3092.5;638473;0
LKOH;D;20170321;000000;3092.5;3120;3080;3101;553481;0
LKOH;D;20170322;000000;3082;3120.5;3069;3120.5;782131;0
LKOH;D;20170323;000000;3121;3139;3052;3066;749708;0
LKOH;D;20170324;000000;3067.5;3082;3014;3017.5;517876;0
LKOH;D;20170327;000000;3000;3017;2954.5;3003;427673;0
LKOH;D;20170328;000000;3005;3055;2985.5;3055;519223;0
LKOH;D;20170329;000000;3054.5;3066;3022.5;3061;468846;0
LKOH;D;20170330;000000;3061;3064.5;2977;2982;780406;0
LKOH;D;20170331;000000;2990;3003.5;2969;2981;532916;0
LKOH;D;20170403;000000;2991;3027;2979.5;3026.5;356462;0
LKOH;D;20170404;000000;3014;3063;3014;3050;455535;0
LKOH;D;20170405;000000;3058.5;3063.5;3030;3057;538141;0
LKOH;D;20170406;000000;3045;3065;3026;3057.5;471903;0
LKOH;D;20170407;000000;3037;3057.5;2955;2991;800567;0
LKOH;D;20170410;000000;2980;2989;2923.5;2956;694880;0
LKOH;D;20170411;000000;2953.5;2996.5;2941;2968;493902;0
LKOH;D;20170412;000000;2980;2985;2908;2949.5;570820;0
LKOH;D;20170413;000000;2952;2958;2866;2910;689840;0
LKOH;D;20170414;000000;2915;2915;2856;2864.5;137148;0
LKOH;D;20170417;000000;2846;2890;2835;2880;261646;0
LKOH;D;20170418;000000;2881;2893.5;2816.5;2828.5;478019;0
LKOH;D;20170419;000000;2839;2892;2822.5;2859;804330;0
LKOH;D;20170420;000000;2843;2871.5;2805;2858;700369;0
LKOH;D;20170421;000000;2864;2870;2826;2850;418180;0
LKOH;D;20170424;000000;2876;2924.5;2865;2919;729191;0
LKOH;D;20170425;000000;2928;2957.5;2887;2957;591054;0
LKOH;D;20170426;000000;2964;2984.5;2922;2970;525392;0
LKOH;D;20170427;000000;2960;2964.5;2878;2885;691682;0
LKOH;D;20170428;000000;2897;2902.5;2814;2818;1038657;0
LKOH;D;20170502;000000;2835.5;2900;2820.5;2864;878683;0
LKOH;D;20170503;000000;2858.5;2868;2753.5;2770;1349296;0
LKOH;D;20170504;000000;2778;2818;2768.5;2780;771128;0
LKOH;D;20170505;000000;2771;2816;2764;2811.5;615162;0
LKOH;D;20170510;000000;2851;2917;2846.5;2917;863318;0
LKOH;D;20170511;000000;2908;2911;2824;2840;693595;0
LKOH;D;20170512;000000;2845;2856;2796.5;2856;558606;0
LKOH;D;20170515;000000;2866;2890;2850;2876;470352;0
LKOH;D;20170516;000000;2868.5;2907.5;2860.5;2890.5;682286;0
LKOH;D;20170517;000000;2880;2900;2841;2870;544110;0
LKOH;D;20170518;000000;2861;2877;2822.5;2877;816708;0
LKOH;D;20170519;000000;2882;2891;2845;2850;637181;0
LKOH;D;20170522;000000;2850;2850;2800;2811;595265;0
LKOH;D;20170523;000000;2805;2830;2800;2825;497572;0
LKOH;D;20170524;000000;2820.5;2830;2772;2804;580285;0
LKOH;D;20170525;000000;2810;2847;2781;2798;623073;0
LKOH;D;20170526;000000;2800;2800;2757;2796.5;621558;0
LKOH;D;20170529;000000;2780;2810;2777.5;2794.5;281068;0
LKOH;D;20170530;000000;2791;2840;2763;2825;685567;0
LKOH;D;20170531;000000;2820;2831;2715;2753;1040753;0
LKOH;D;20170601;000000;2753;2760;2680;2700;1105587;0
LKOH;D;20170602;000000;2700;2745;2674;2734;919258;0
LKOH;D;20170605;000000;2748;2755;2713;2734.5;320853;0
LKOH;D;20170606;000000;2732.5;2743;2690.5;2721.5;621846;0
LKOH;D;20170607;000000;2725;2753;2700;2705;530508;0
LKOH;D;20170608;000000;2712;2740.5;2695;2735;572620;0
LKOH;D;20170609;000000;2732;2774;2717;2774;598565;0
LKOH;D;20170613;000000;2760;2784;2739;2760.5;598743;0
LKOH;D;20170614;000000;2762.5;2773;2713;2730;772008;0
LKOH;D;20170615;000000;2703.5;2721;2601;2712;2615524;0
LKOH;D;20170616;000000;2712;2728;2685;2685;948446;0
LKOH;D;20170619;000000;2699.5;2782;2699.5;2779.5;814465;0
LKOH;D;20170620;000000;2771;2804;2748;2769;613907;0
LKOH;D;20170621;000000;2761.5;2761.5;2705;2728.5;1077654;0
LKOH;D;20170622;000000;2717;2760.5;2701;2760.5;834600;0
LKOH;D;20170623;000000;2750;2800;2727.5;2775;628486;0
LKOH;D;20170626;000000;2789;2812;2756.5;2767;526270;0
LKOH;D;20170627;000000;2764.5;2815;2740.5;2800;561896;0
LKOH;D;20170628;000000;2772.5;2875;2770.5;2874.5;663282;0
LKOH;D;20170629;000000;2876;2904;2860;2873;720328;0
LKOH;D;20170630;000000;2879;2915.5;2860;2872.5;721101;0
LKOH;D;20170703;000000;2882.5;2921;2853.5;2920;598099;0
LKOH;D;20170704;000000;2928;2945;2895.5;2933;522116;0
LKOH;D;20170705;000000;2928;2952;2916;2951.5;588898;0
LKOH;D;20170706;000000;2952.5;2985;2944.5;2985;712894;0
LKOH;D;20170707;000000;2885;2885;2835;2856;1092060;0
LKOH;D;20170710;000000;2859;2883;2843.5;2859;493249;0
LKOH;D;20170711;000000;2861;2875;2830;2875;486536;0
LKOH;D;20170712;000000;2882;2917;2877;2914.5;717409;0
LKOH;D;20170713;000000;2920;2931;2893.5;2908.5;554946;0
LKOH;D;20170714;000000;2914;2935;2901;2923;516598;0
LKOH;D;20170717;000000;2930;2941;2857.5;2880;750679;0
LKOH;D;20170718;000000;2866.5;2894;2831.5;2840;524675;0
LKOH;D;20170719;000000;2834.5;2896;2834.5;2896;493217;0
LKOH;D;20170720;000000;2896.5;2910;2875.5;2896;403590;0
LKOH;D;20170721;000000;2881.5;2887.5;2837.5;2842;380327;0
LKOH;D;20170724;000000;2838;2853.5;2793;2826.5;683267;0
LKOH;D;20170725;000000;2826.5;2835;2799.5;2835;567795;0
LKOH;D;20170726;000000;2846;2860;2806.5;2833;612043;0
LKOH;D;20170727;000000;2834.5;2851.5;2825;2851.5;416584;0
LKOH;D;20170728;000000;2835;2837.5;2771.5;2794;562763;0
LKOH;D;20170731;000000;2803;2833.5;2752;2797.5;787483;0
LKOH;D;20170801;000000;2811.5;2884.5;2801;2864.5;755748;0
LKOH;D;20170802;000000;2865;2945;2861.5;2938;754761;0
LKOH;D;20170803;000000;2940;2960.5;2911.5;2930;463532;0
LKOH;D;20170804;000000;2915.5;2924.5;2885;2903;437426;0
LKOH;D;20170807;000000;2901;2944.5;2900.5;2917.5;387768;0
LKOH;D;20170808;000000;2923.5;2974.5;2911;2974;559899;0
LKOH;D;20170809;000000;2957.5;2968;2936.5;2939;404508;0
LKOH;D;20170810;000000;2944;2953;2896;2901.5;470067;0
LKOH;D;20170811;000000;2890;2906;2860;2860;560718;0
LKOH;D;20170814;000000;2879.5;2912.5;2872;2883.5;365787;0
LKOH;D;20170815;000000;2875;2888;2846.5;2874;504860;0
LKOH;D;20170816;000000;2885;2894;2842;2846.5;469112;0
LKOH;D;20170817;000000;2847;2862.5;2841;2841;376579;0
LKOH;D;20170818;000000;2835.5;2842;2803.5;2829;475687;0
LKOH;D;20170821;000000;2831;2862;2824;2854.5;371041;0
LKOH;D;20170822;000000;2860;2897;2835;2897;511325;0
LKOH;D;20170823;000000;2890;2893.5;2860;2893.5;440121;0
LKOH;D;20170824;000000;2889;2903.5;2867.5;2894;319413;0
LKOH;D;20170825;000000;2910;2940;2897;2915;305830;0
LKOH;D;20170828;000000;2915;2929.5;2888;2920;347692;0
LKOH;D;20170829;000000;2911.5;2914.5;2860;2894;651423;0
LKOH;D;20170830;000000;2900;2915.5;2885;2905;582751;0
LKOH;D;20170831;000000;2894.5;2952;2890.5;2940.5;913810;0
LKOH;D;20170901;000000;2940.5;2954.5;2914;2915;441761;0
LKOH;D;20170904;000000;2908;2922.5;2878.5;2895;381970;0
LKOH;D;20170905;000000;2907;2915.5;2863.5;2883.5;528220;0
LKOH;D;20170906;000000;2888;2919;2855.5;2919;761368;0
