<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
ROSN;D;20170214;000000;378;380.25;367.85;369.85;5507680;0
ROSN;D;20170215;000000;368.6;370.9;360;360;7813980;0
ROSN;D;20170216;000000;360.1;363.65;356.45;362;4864620;0
ROSN;D;20170217;000000;362.5;364.65;352.75;354;5721230;0
ROSN;D;20170220;000000;356.3;356.75;346.8;349;5782220;0
ROSN;D;20170221;000000;349.9;356.5;347.1;354;5779640;0
ROSN;D;20170222;000000;355.05;356.7;345.55;347;5008940;0
ROSN;D;20170224;000000;348.2;349.45;340.3;343;3370080;0
ROSN;D;20170227;000000;345;345;330.4;331.05;8431200;0
ROSN;D;20170228;000000;331;334;326.9;331.1;5923060;0
ROSN;D;20170301;000000;331.1;344.3;331.05;341.8;6015480;0
ROSN;D;20170302;000000;342.95;346.45;336.6;336.6;6287720;0
ROSN;D;20170303;000000;336;342;333.1;336.5;3669640;0
ROSN;D;20170306;000000;336;341.4;332;332;4084910;0
ROSN;D;20170307;000000;332.8;334.65;323.75;329.1;5861710;0
ROSN;D;20170309;000000;324.85;328.1;315.5;318.85;7722560;0
ROSN;D;20170310;000000;319.45;322.55;312.35;315;6764560;0
ROSN;D;20170313;000000;312.85;321.5;312.85;318.25;3931630;0
ROSN;D;20170314;000000;318.5;322.4;312;315.4;5456490;0
ROSN;D;20170315;000000;316.8;320.05;313.5;314.7;4555720;0
ROSN;D;20170316;000000;318.75;319.75;312.9;313.95;8922030;0
ROSN;D;20170317;000000;313.95;320.2;313;314.45;8083440;0
ROSN;D;20170320;000000;315.4;317;309.3;311.15;5653340;0
ROSN;D;20170321;000000;312.1;325.65;311.55;316;11681080;0
ROSN;D;20170322;000000;313.75;320.45;312.85;320.35;7601370;0
ROSN;D;20170323;000000;321.05;324.5;316.5;317.95;4999930;0
ROSN;D;20170324;000000;318;319.8;314.6;315.65;3550490;0
ROSN;D;20170327;000000;315;315;306.75;309.8;5663710;0
ROSN;D;20170328;000000;311.5;315.4;308.45;314.6;4096250;0
ROSN;D;20170329;000000;315.55;322.2;314.1;322.2;5712250;0
ROSN;D;20170330;000000;322;329;321.55;328.7;7520120;0
ROSN;D;20170331;000000;327.2;328.9;323.1;323.5;4443250;0
ROSN;D;20170403;000000;326.1;330.85;323.6;328.4;4376940;0
ROSN;D;20170404;000000;327.2;331.8;325.4;331.7;4104500;0
ROSN;D;20170405;000000;332.45;339.45;332.25;338.2;5789590;0
ROSN;D;20170406;000000;337.1;339.7;335.6;337.95;3272970;0
ROSN;D;20170407;000000;336.85;337.4;330;335.95;5993680;0
ROSN;D;20170410;000000;334.5;335.45;320.05;327.2;7996420;0
ROSN;D;20170411;000000;326;334.15;325.85;330.5;4775500;0
ROSN;D;20170412;000000;331.3;333.95;325;325.1;4118590;0
ROSN;D;20170413;000000;326.8;327.25;319.7;321.9;5606260;0
ROSN;D;20170414;000000;320.1;321;315.1;315.75;1606170;0
ROSN;D;20170417;000000;315;324.25;314.6;323.25;2489170;0
ROSN;D;20170418;000000;325;325.5;316.45;318.4;3462440;0
ROSN;D;20170419;000000;318.4;322.5;315;315.05;4582060;0
ROSN;D;20170420;000000;313.55;317.05;311.75;316.6;3584270;0
ROSN;D;20170421;000000;317;321.45;315;317.4;3417120;0
ROSN;D;20170424;000000;319.35;323.75;317.7;320.3;3991870;0
ROSN;D;20170425;000000;321.4;321.95;317.35;320.15;3139970;0
ROSN;D;20170426;000000;321.9;328.2;320;326.05;4430940;0
ROSN;D;20170427;000000;326;326.4;318;318.35;4368060;0
ROSN;D;20170428;000000;321;322.75;316;317.25;3880800;0
ROSN;D;20170502;000000;317.7;320.75;316;316;4311190;0
ROSN;D;20170503;000000;316.55;317.25;310.55;311.65;4445520;0
ROSN;D;20170504;000000;311.1;315;309.3;310;3802280;0
ROSN;D;20170505;000000;306.3;312.95;306.3;312.45;3036490;0
ROSN;D;20170510;000000;314.5;315.05;309.6;315.05;4133940;0
ROSN;D;20170511;000000;315.5;318.4;310.55;312.35;3432340;0
ROSN;D;20170512;000000;312.3;312.7;307.2;307.5;2890150;0
ROSN;D;20170515;000000;309.85;316.5;309.25;314.15;4077780;0
ROSN;D;20170516;000000;312.9;315.45;310.55;312.9;3002720;0
ROSN;D;20170517;000000;311.9;313.95;309.55;311.55;2575590;0
ROSN;D;20170518;000000;311;312.5;303.1;305;6241390;0
ROSN;D;20170519;000000;307.2;309.5;303.55;306.1;3958170;0
ROSN;D;20170522;000000;307;309;305;307.3;2696520;0
ROSN;D;20170523;000000;307.3;312.5;305.25;312.4;3228830;0
ROSN;D;20170524;000000;312.55;313.85;305.15;307;6854440;0
ROSN;D;20170525;000000;307.75;309;304.25;306.4;4916520;0
ROSN;D;20170526;000000;305.1;305.65;300.85;304;7332890;0
ROSN;D;20170529;000000;302.6;307.5;302.6;307.25;3264510;0
ROSN;D;20170530;000000;307.25;309.8;305;305;5612890;0
ROSN;D;20170531;000000;304.9;306.2;300;301.55;6993020;0
ROSN;D;20170601;000000;301.75;304.75;298.6;301.45;9619170;0
ROSN;D;20170602;000000;300.95;301.95;296.8;301;6306270;0
ROSN;D;20170605;000000;301.95;305;300.25;305;4943300;0
ROSN;D;20170606;000000;304.3;305.75;300.5;302.55;2696890;0
ROSN;D;20170607;000000;302.95;310.8;302.5;308;6672740;0
ROSN;D;20170608;000000;307.5;308.9;300.85;307.5;5870460;0
ROSN;D;20170609;000000;306.3;307.4;302.5;306;3739320;0
ROSN;D;20170613;000000;305.35;312.25;303.3;312.15;5416860;0
ROSN;D;20170614;000000;310.4;314.75;304.1;304.3;7952090;0
ROSN;D;20170615;000000;303.35;304.8;291;301.6;15243460;0
ROSN;D;20170616;000000;302;308.8;300.95;306.5;6051460;0
ROSN;D;20170619;000000;307.15;312;305.9;311;3798810;0
ROSN;D;20170620;000000;311.15;316;308.6;316;6394040;0
ROSN;D;20170621;000000;316.85;321;315.6;318.4;7472980;0
ROSN;D;20170622;000000;317.55;319.55;312.7;319;5850880;0
ROSN;D;20170623;000000;317.75;322.7;317.5;322;3634730;0
ROSN;D;20170626;000000;322.5;323.6;317.15;321;2947570;0
ROSN;D;20170627;000000;320.4;328.1;317.25;327.3;5048020;0
ROSN;D;20170628;000000;326;333.3;324.05;332.4;3991040;0
ROSN;D;20170629;000000;332.55;338;332;333;5309580;0
ROSN;D;20170630;000000;327.3;333.65;323;323;4422590;0
ROSN;D;20170703;000000;325.65;330.8;323;329.4;4404330;0
ROSN;D;20170704;000000;330.5;332.75;328.1;332.4;3047970;0
ROSN;D;20170705;000000;331.95;333.55;326.7;327.2;4013900;0
ROSN;D;20170706;000000;327.8;330.4;320.55;324.5;5524980;0
ROSN;D;20170707;000000;322.05;323.9;317.5;317.8;4404440;0
ROSN;D;20170710;000000;316.2;321.05;315.95;320.5;2385910;0
ROSN;D;20170711;000000;320.9;323;316.65;319.6;2549100;0
ROSN;D;20170712;000000;321;325.65;319.05;320.55;7535710;0
ROSN;D;20170713;000000;321;321.55;316.75;318;2734760;0
ROSN;D;20170714;000000;318;319.55;316.6;318;3446200;0
ROSN;D;20170717;000000;319;319.85;310.75;315.9;6157270;0
ROSN;D;20170718;000000;315.15;317.7;312.75;315.1;4402740;0
ROSN;D;20170719;000000;314.75;318.5;313.8;318.5;2654440;0
ROSN;D;20170720;000000;319;322.5;317;317.85;3491430;0
ROSN;D;20170721;000000;317;318.25;314.05;317.4;2100160;0
ROSN;D;20170724;000000;317.25;317.4;311.4;313.3;2651670;0
ROSN;D;20170725;000000;313.75;315.6;312.15;314.15;2329790;0
ROSN;D;20170726;000000;315.65;318;309.95;310;4228930;0
ROSN;D;20170727;000000;311.2;312.5;309.5;310;1836350;0
ROSN;D;20170728;000000;309.9;310;303.35;305.9;3048510;0
ROSN;D;20170731;000000;307.45;312;304.95;311.3;2485580;0
ROSN;D;20170801;000000;312.1;319.95;312.05;316.1;3785590;0
ROSN;D;20170802;000000;316.55;322.3;314.6;322;8750600;0
ROSN;D;20170803;000000;321.5;323.85;316.25;317;3288190;0
ROSN;D;20170804;000000;317;322.55;314.35;316;5379970;0
ROSN;D;20170807;000000;317.55;318.35;314.85;316.25;2936760;0
ROSN;D;20170808;000000;316.3;317.15;313.65;315;2468690;0
ROSN;D;20170809;000000;314.4;315.3;309.15;309.25;3525810;0
ROSN;D;20170810;000000;310.5;311.4;304.8;305;4361940;0
ROSN;D;20170811;000000;303.45;305.35;301.55;303.95;4112140;0
ROSN;D;20170814;000000;305.35;306.7;303.6;305;1715580;0
ROSN;D;20170815;000000;305;306.05;302;304.9;1668360;0
ROSN;D;20170816;000000;305.65;306.8;300.85;302.05;1900130;0
ROSN;D;20170817;000000;301.65;308.05;300.45;301.75;5225750;0
ROSN;D;20170818;000000;300.95;302.6;299;300.05;2457180;0
ROSN;D;20170821;000000;301.3;302;299.05;301.1;2083520;0
ROSN;D;20170822;000000;301.5;303.6;300.25;300.95;2321990;0
ROSN;D;20170823;000000;300.9;303.75;297.9;303.2;2944650;0
ROSN;D;20170824;000000;303.1;304.3;299.55;301;1962230;0
ROSN;D;20170825;000000;301.2;303.25;300.55;301.5;2046400;0
ROSN;D;20170828;000000;301.55;301.75;299.45;300.95;1379370;0
ROSN;D;20170829;000000;301;301;298.15;301;2169050;0
ROSN;D;20170830;000000;301;307.4;300.4;307;4593300;0
ROSN;D;20170831;000000;306.5;310.2;303.5;304;4428040;0
ROSN;D;20170901;000000;304.55;307.45;302.55;304.1;2483240;0
ROSN;D;20170904;000000;303.25;304.85;301.35;302.6;2316780;0
ROSN;D;20170905;000000;304;305.2;299.65;302.85;3297490;0
ROSN;D;20170906;000000;301.8;303.1;300.25;303;2652900;0
ROSN;D;20170907;000000;303.1;307.95;302.8;306;3859520;0
ROSN;D;20170908;000000;306.2;317.75;306.2;314.95;10731230;0
ROSN;D;20170911;000000;317;317.55;313.7;314.2;5731390;0
ROSN;D;20170912;000000;314.7;315.6;310.5;314.6;5651020;0
ROSN;D;20170913;000000;315;319.9;314.15;314.75;8499780;0
ROSN;D;20170914;000000;314.1;320.7;314;319.3;7450650;0
ROSN;D;20170915;000000;319.3;321.6;317.5;319.7;3770680;0
ROSN;D;20170918;000000;320;321.15;315.45;318;3818520;0
ROSN;D;20170919;000000;317.85;318;312.45;313;3293740;0
ROSN;D;20170920;000000;313.05;315.35;311.3;315;3188820;0
ROSN;D;20170921;000000;314.5;319.4;314.5;316.7;4747290;0
ROSN;D;20170922;000000;316.65;318;314.3;316.7;2388990;0
ROSN;D;20170925;000000;316.55;322.3;315.25;321.55;4940830;0
ROSN;D;20170926;000000;322.4;327.25;322.4;323.45;6957890;0
ROSN;D;20170927;000000;323.05;325.75;321.65;324.5;5311240;0
ROSN;D;20170928;000000;324.85;325.75;321.6;321.9;2773590;0
ROSN;D;20170929;000000;321.9;323.35;318.95;318.95;3628430;0
ROSN;D;20171002;000000;319.15;321;314.1;315;3426860;0
ROSN;D;20171003;000000;316.45;317;314.8;316.15;2642650;0
ROSN;D;20171004;000000;316.45;318.8;315.5;318.3;2923420;0
ROSN;D;20171005;000000;318.8;319.95;316.3;319.95;3093370;0
ROSN;D;20171006;000000;320;321.45;319.15;320.6;2726420;0
ROSN;D;20171009;000000;318.2;320.4;318;319.1;3784010;0
ROSN;D;20171010;000000;319.05;320.1;317.25;319.3;1476770;0
ROSN;D;20171011;000000;318.45;322.6;318.45;320.5;3028370;0
ROSN;D;20171012;000000;321.5;321.6;317.85;319.15;1859830;0
ROSN;D;20171013;000000;319.5;321.5;318.1;320;2218040;0
ROSN;D;20171016;000000;320.3;324.85;319.6;324.85;2582870;0
ROSN;D;20171017;000000;324.7;330.15;323;328;8254240;0
ROSN;D;20171018;000000;327.85;328.4;325.5;326.1;2350090;0
ROSN;D;20171019;000000;326;327;320.1;321.55;2991540;0
ROSN;D;20171020;000000;321.85;322.8;319;321.8;1807060;0
ROSN;D;20171023;000000;321.95;323.55;316.15;316.5;2402820;0
ROSN;D;20171024;000000;316;320;315.15;316.8;1959070;0
ROSN;D;20171025;000000;318.6;318.85;312.55;312.7;2582590;0
ROSN;D;20171026;000000;313.05;314.25;310.15;311.15;2391880;0
ROSN;D;20171027;000000;311.7;322;311.7;322;4231660;0
ROSN;D;20171030;000000;323.6;323.7;319.5;321;2823940;0
ROSN;D;20171031;000000;321;323.55;318.7;318.7;2241020;0
ROSN;D;20171101;000000;320.2;324.75;319.1;323.1;3433800;0
ROSN;D;20171102;000000;323.2;323.2;317.1;318.5;2385820;0
ROSN;D;20171103;000000;319.2;323.5;317.5;317.8;3352570;0
ROSN;D;20171107;000000;323.9;331.4;322.5;329.95;9030110;0
ROSN;D;20171108;000000;329;334.5;327.65;333.05;7019390;0
ROSN;D;20171109;000000;333;336.9;330.5;336.9;8585920;0
ROSN;D;20171110;000000;336.6;336.7;329.05;329.35;5706040;0
ROSN;D;20171113;000000;331.4;331.55;325;325;2424920;0
ROSN;D;20171114;000000;324.55;327;309.5;314.3;9040100;0
ROSN;D;20171115;000000;313.75;314.1;301.3;302.2;6625710;0
ROSN;D;20171116;000000;302.6;307.25;298.65;303.5;5397380;0
ROSN;D;20171117;000000;303.55;306.85;300.7;300.7;5188060;0
ROSN;D;20171120;000000;301.8;305.55;299.5;300.05;3121780;0
ROSN;D;20171121;000000;301.3;303.9;297.25;299.8;5219820;0
ROSN;D;20171122;000000;300.8;302.45;299.55;302;3330020;0
ROSN;D;20171123;000000;302.5;304.25;300.5;302.3;2641850;0
ROSN;D;20171124;000000;302.05;304.7;301.75;303.8;2973750;0
ROSN;D;20171127;000000;303.8;304.2;297.6;299.9;2962940;0
ROSN;D;20171128;000000;299.9;301.9;298.5;301.3;2855340;0
ROSN;D;20171129;000000;301.5;302.95;293.4;294.45;5270020;0
ROSN;D;20171130;000000;294.45;294.5;287;293.6;6058570;0
ROSN;D;20171201;000000;293.5;293.5;287.1;292;3249020;0
ROSN;D;20171204;000000;291;292.75;286;292.7;3187400;0
ROSN;D;20171205;000000;292.1;293.9;287.65;293.4;2931980;0
ROSN;D;20171206;000000;292.8;292.95;289.65;292.4;2550730;0
ROSN;D;20171207;000000;291.75;294.3;289.25;292.5;3193610;0
ROSN;D;20171208;000000;292.6;294.85;291.15;293.75;2478150;0
ROSN;D;20171211;000000;294.2;299.7;294.05;297.55;4676090;0
ROSN;D;20171212;000000;298.3;303.2;296.45;303.1;4400320;0
ROSN;D;20171213;000000;303;304.55;295;298.85;4004260;0
ROSN;D;20171214;000000;298.85;300.7;294.25;300.7;3157940;0
ROSN;D;20171215;000000;300;301.5;296.4;299.65;2775440;0
ROSN;D;20171218;000000;299.55;303.65;296.15;296.5;3488280;0
ROSN;D;20171219;000000;296.5;297.65;292.45;293.65;2874270;0
ROSN;D;20171220;000000;294.85;295.35;290.25;293.3;4089810;0
ROSN;D;20171221;000000;293.55;294.85;291.2;293.8;4647220;0
ROSN;D;20171222;000000;294.6;295.3;292.8;293.75;1791540;0
ROSN;D;20171225;000000;294.2;298.8;294.2;298;1915380;0
ROSN;D;20171226;000000;299.4;299.4;294.55;296.55;1362310;0
ROSN;D;20171227;000000;296.6;297.95;293.35;295.45;2913300;0
ROSN;D;20171228;000000;294.95;295.45;288.55;289.85;2965520;0
ROSN;D;20171229;000000;289.9;292.5;287;291.5;1662220;0
ROSN;D;20180103;000000;292.25;297.95;292.15;297.95;2232020;0
ROSN;D;20180104;000000;298.95;308.25;297.6;307;5762200;0
ROSN;D;20180105;000000;307;313.65;304.65;311.95;4237350;0
ROSN;D;20180109;000000;312.6;316.25;311.15;315.1;4577460;0
ROSN;D;20180110;000000;316.1;319.85;312;317.75;5564030;0
ROSN;D;20180111;000000;317.75;325;316.05;325;4586170;0
ROSN;D;20180112;000000;325.5;326.95;318.55;324.35;5490740;0
ROSN;D;20180115;000000;325;326.7;318.75;319.95;3518870;0
ROSN;D;20180116;000000;320;321.45;314;317.5;4620330;0
ROSN;D;20180117;000000;316;326.5;312.95;326.5;6126070;0
ROSN;D;20180118;000000;326.9;333.35;325.05;333.1;10934640;0
ROSN;D;20180119;000000;332.8;332.95;326.65;328;4224540;0
ROSN;D;20180122;000000;326;332.95;324.4;332.95;4538960;0
ROSN;D;20180123;000000;333.55;336.4;329.2;335;5666010;0
ROSN;D;20180124;000000;334.95;345.85;331.6;344.5;9614780;0
ROSN;D;20180125;000000;347.9;359.3;343.5;351.5;15740420;0
ROSN;D;20180126;000000;350;356.85;346.3;351.8;5869690;0
ROSN;D;20180129;000000;352.5;356.8;346.35;346.35;5209810;0
ROSN;D;20180130;000000;344;352.85;341.5;342.1;6319350;0
ROSN;D;20180131;000000;341.8;347.45;338.5;343.2;5669980;0
ROSN;D;20180201;000000;345;353;344.55;344.95;5355280;0
ROSN;D;20180202;000000;346.5;349;337.25;339.9;5000440;0
ROSN;D;20180205;000000;335.55;340.45;332;338.3;5413920;0
ROSN;D;20180206;000000;332.05;337.25;328.35;330;6219130;0
ROSN;D;20180207;000000;332.4;338.3;332.4;336;5303310;0
ROSN;D;20180208;000000;333.05;335.4;326.6;326.65;4941760;0
ROSN;D;20180209;000000;323;329.5;320.35;324.55;6429030;0
ROSN;D;20180212;000000;328.2;332.65;324.7;325.3;6393160;0
ROSN;D;20180213;000000;325.95;328.05;323.5;325.4;3564370;0
ROSN;D;20180214;000000;326.55;326.95;322.75;326;3791640;0
ROSN;D;20180215;000000;328.5;333.8;324.3;324.3;6019180;0
ROSN;D;20180216;000000;326.95;328.25;323.1;324.2;3708170;0
ROSN;D;20180219;000000;325.7;327.8;322.05;324;1711150;0
ROSN;D;20180220;000000;323.9;325.35;320.55;322;2081750;0
ROSN;D;20180221;000000;321.9;333.5;319.5;333.5;4642740;0
ROSN;D;20180222;000000;331.05;338;329.05;337.3;4431330;0
ROSN;D;20180226;000000;341.85;345.85;340.6;341.8;4590400;0
ROSN;D;20180227;000000;342.5;343.2;336.65;337.5;2477180;0
ROSN;D;20180228;000000;333.5;335.7;329.15;330.5;2911040;0
ROSN;D;20180301;000000;327;327.85;322.1;323.5;3978300;0
ROSN;D;20180302;000000;322.9;324.8;314.6;319.5;6258450;0
ROSN;D;20180305;000000;321.6;324.45;319.3;320.5;3448770;0
ROSN;D;20180306;000000;322.1;324.95;318.05;318.7;3972670;0
ROSN;D;20180307;000000;317.25;317.4;312.2;315;2913810;0
ROSN;D;20180309;000000;314.95;316.45;312.25;313.25;2974960;0
ROSN;D;20180312;000000;314.55;319.55;313.1;314.7;6769100;0
ROSN;D;20180313;000000;314;315.35;312;312;4546780;0
ROSN;D;20180314;000000;311;311.5;307.55;310.35;4873470;0
ROSN;D;20180315;000000;310;316;305.55;314.2;6690690;0
ROSN;D;20180316;000000;315.85;319.45;311.5;319.3;6848630;0
ROSN;D;20180319;000000;321.8;324.6;316;316;8328140;0
ROSN;D;20180320;000000;317;319.25;312.6;317.55;5622870;0
ROSN;D;20180321;000000;317.65;321.5;316;317.5;4980520;0
ROSN;D;20180322;000000;318.6;319.75;315;316.15;3247090;0
ROSN;D;20180323;000000;315.35;315.35;311.25;314.5;3689250;0
ROSN;D;20180326;000000;313.8;314.45;308.05;308.05;3410780;0
ROSN;D;20180327;000000;310.05;311.25;308.15;309.65;2724110;0
ROSN;D;20180328;000000;308.25;310.85;305;308.8;2930120;0
ROSN;D;20180329;000000;310.05;317.5;309.7;316.35;3848480;0
ROSN;D;20180330;000000;317.5;318.1;313.2;313.9;1223700;0
ROSN;D;20180402;000000;314.5;316.85;309.05;309.05;2452220;0
ROSN;D;20180403;000000;309.05;313.85;309.05;313.25;4461740;0
ROSN;D;20180404;000000;313.5;319.95;313.3;319.6;7918150;0
ROSN;D;20180405;000000;321;325.95;320.1;322.65;8052760;0
ROSN;D;20180406;000000;321.9;322.3;318.05;319.6;3621820;0
ROSN;D;20180409;000000;318.1;318.85;281.65;299.5;22425040;0
ROSN;D;20180410;000000;299;313.95;296.4;309;13051680;0
ROSN;D;20180411;000000;309;324;306.9;324;16920630;0
ROSN;D;20180412;000000;324.95;333;316.2;333;18639000;0
ROSN;D;20180413;000000;331.3;331.75;319.8;323;8414940;0
ROSN;D;20180416;000000;317;324.5;315.1;319;3545420;0
ROSN;D;20180417;000000;324;329.5;320.05;329.5;7051100;0
ROSN;D;20180418;000000;329.3;337.85;326;333.1;8288320;0
ROSN;D;20180419;000000;335.25;339;333;337.3;6569130;0
ROSN;D;20180420;000000;336.5;342.45;334.1;338.95;7033820;0
ROSN;D;20180423;000000;339.95;351;336.1;351;8675780;0
ROSN;D;20180424;000000;352.9;362.5;347.8;352.25;9104490;0
ROSN;D;20180425;000000;349.7;370;348.05;370;12084360;0
ROSN;D;20180426;000000;368.1;376;364;375;13914390;0
ROSN;D;20180427;000000;375;380.65;373.5;380;10768550;0
ROSN;D;20180428;000000;379.5;381.15;376;381;1342710;0
ROSN;D;20180430;000000;381.05;388.25;379.15;383;3687340;0
ROSN;D;20180502;000000;390;408.05;389.3;401.05;13341560;0
ROSN;D;20180503;000000;400.05;400.9;386.1;387.15;9673410;0
ROSN;D;20180504;000000;388;394.95;385.05;386.75;4935000;0
ROSN;D;20180507;000000;390;398.95;387.5;388.25;5697830;0
ROSN;D;20180508;000000;388.35;394.55;385.8;393.05;5798310;0
ROSN;D;20180510;000000;400;400;393.2;395.7;3784410;0
ROSN;D;20180511;000000;393.2;403.75;392.45;401.45;6064050;0
ROSN;D;20180514;000000;402;404.5;397.45;403.55;2984860;0
ROSN;D;20180515;000000;402;402;392;394.85;4699950;0
ROSN;D;20180516;000000;395.5;398;388.65;389.8;4060930;0
ROSN;D;20180517;000000;391.95;392.05;381.85;381.85;4209030;0
ROSN;D;20180518;000000;382;389.7;380.1;387;3237250;0
ROSN;D;20180521;000000;387.95;391.55;385.45;386.9;2367900;0
ROSN;D;20180522;000000;387.5;388.35;381.5;385.55;2431880;0
ROSN;D;20180523;000000;384.65;384.7;376.05;377.7;4111650;0
ROSN;D;20180524;000000;379.2;381.5;374.25;378;4302720;0
ROSN;D;20180525;000000;378.2;379.45;374.7;378.3;2793010;0
ROSN;D;20180528;000000;376.6;379.65;374.25;379.55;1558470;0
ROSN;D;20180529;000000;378.85;383.5;376.55;383;3487340;0
ROSN;D;20180530;000000;382.5;383.8;379;381.05;2575260;0
ROSN;D;20180531;000000;381.5;386;381.1;385.3;3912500;0
ROSN;D;20180601;000000;384.2;386.75;381.65;382.55;1964460;0
ROSN;D;20180604;000000;383.5;387.75;382.85;384.9;1335330;0
ROSN;D;20180605;000000;383.25;386.35;371.4;381.95;22365300;0
ROSN;D;20180606;000000;382.7;382.75;377.1;380.8;2338250;0
ROSN;D;20180607;000000;382;384;380.05;380.05;2228290;0
ROSN;D;20180608;000000;380.5;383.75;378.45;381;4781700;0
ROSN;D;20180609;000000;381.7;382.95;381.05;382.15;231600;0
ROSN;D;20180611;000000;382.8;386.5;378.85;384.55;1725040;0
ROSN;D;20180613;000000;385.4;386.9;381.2;382;2484080;0
ROSN;D;20180614;000000;383.8;383.8;377.3;381.7;2809730;0
ROSN;D;20180615;000000;381.45;384.5;379;383.25;4633410;0
ROSN;D;20180618;000000;381.85;389.5;379.4;387;4061820;0
ROSN;D;20180619;000000;386.5;393.6;383.25;392.35;5227340;0
ROSN;D;20180620;000000;393.1;395.9;387.7;390.2;3966110;0
ROSN;D;20180621;000000;390;395.15;387.05;392.75;4106180;0
ROSN;D;20180622;000000;393.5;395.4;388.45;390.8;3212620;0
ROSN;D;20180625;000000;390;399.65;388.7;393.95;2707500;0
ROSN;D;20180626;000000;395;397.35;388.7;389.3;2825190;0
ROSN;D;20180627;000000;390.25;396.5;387.7;394.6;3046940;0
ROSN;D;20180628;000000;395;399.85;394;396.5;3639810;0
ROSN;D;20180629;000000;391.1;396.2;391.05;396.15;2783110;0
ROSN;D;20180702;000000;394.5;398.8;392.5;394.7;2677000;0
ROSN;D;20180703;000000;393.95;394.7;388.35;389.95;2404620;0
ROSN;D;20180704;000000;391;393.75;388.35;393.25;1735390;0
ROSN;D;20180705;000000;392.9;406.05;391.95;406.05;3870030;0
ROSN;D;20180706;000000;405.05;405.05;398.8;403.4;2324820;0
ROSN;D;20180709;000000;402.4;410.45;402.4;408.15;2545920;0
ROSN;D;20180710;000000;410.8;419;407.25;413.2;5875760;0
ROSN;D;20180711;000000;412;414.15;407.15;409.85;3955770;0
ROSN;D;20180712;000000;407;408.45;399.6;406.45;3588540;0
ROSN;D;20180713;000000;407;412;403.45;406.9;2574640;0
ROSN;D;20180716;000000;406.8;411.9;404;407.3;2911940;0
ROSN;D;20180717;000000;406.5;406.5;398.15;399.5;2712430;0
ROSN;D;20180718;000000;400.95;402.2;396.7;400.9;2846350;0
ROSN;D;20180719;000000;401.1;403.3;397.2;400.5;1424950;0
ROSN;D;20180720;000000;401.55;401.55;391.1;393.25;2726380;0
ROSN;D;20180723;000000;394.25;396.35;391.4;394.5;1390630;0
ROSN;D;20180724;000000;394.7;395.1;390.35;394.9;1316730;0
ROSN;D;20180725;000000;392.5;396.55;390.85;395.8;1788150;0
ROSN;D;20180726;000000;396;400;393.85;397.35;1638900;0
ROSN;D;20180727;000000;397.35;404.4;397.35;403.5;2318520;0
ROSN;D;20180730;000000;400.3;407;399;406.45;1641700;0
ROSN;D;20180731;000000;407;419;405.6;419;4504090;0
ROSN;D;20180801;000000;418.95;419.8;412.1;416.6;3024390;0
ROSN;D;20180802;000000;416.95;419.45;413.65;416.8;2388420;0
ROSN;D;20180803;000000;416.7;416.7;407.2;411.25;2831870;0
