<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
MAGN;D;20170227;000000;38.605;38.63;36.795;37.65;17791500;0
MAGN;D;20170228;000000;37.74;38.145;31.385;36.98;26733100;0
MAGN;D;20170301;000000;36.565;38.4;36.565;37.675;13598400;0
MAGN;D;20170302;000000;37.885;38.45;36.85;37.29;11470500;0
MAGN;D;20170303;000000;36.995;37.63;36.12;37.505;7182000;0
MAGN;D;20170306;000000;37.47;38;36.41;36.78;5812200;0
MAGN;D;20170307;000000;36.75;36.885;34.65;34.78;14181500;0
MAGN;D;20170309;000000;34.5;35.46;32.9;34.17;22961200;0
MAGN;D;20170310;000000;34.42;34.7;32.96;33;15285400;0
MAGN;D;20170313;000000;33.05;34.3;33.025;34;13482200;0
MAGN;D;20170314;000000;34;35.695;34;35.15;20090300;0
MAGN;D;20170315;000000;35;35.845;34.715;35.185;15881800;0
MAGN;D;20170316;000000;35.58;36.5;35.435;36.35;14274900;0
MAGN;D;20170317;000000;36.32;37.5;36.32;37.01;10669200;0
MAGN;D;20170320;000000;37.1;38.095;36.845;37.8;15083700;0
MAGN;D;20170321;000000;37.895;38.635;37.25;37.5;20177400;0
MAGN;D;20170322;000000;37.245;37.5;36.15;37.5;12894700;0
MAGN;D;20170323;000000;37.5;38.2;37.05;37.375;8062700;0
MAGN;D;20170324;000000;37.5;37.69;37.1;37.605;2856500;0
MAGN;D;20170327;000000;37.315;37.575;36.24;37.35;10346300;0
MAGN;D;20170328;000000;37.555;38.03;37.005;37.95;12753600;0
MAGN;D;20170329;000000;38.14;38.37;37.3;37.375;7159600;0
MAGN;D;20170330;000000;37.785;37.785;36.85;36.9;13197400;0
MAGN;D;20170331;000000;37;37.205;36.535;36.635;7751600;0
MAGN;D;20170403;000000;36.705;37.3;36.6;37.09;4581600;0
MAGN;D;20170404;000000;37.09;37.175;36.25;36.63;4572700;0
MAGN;D;20170405;000000;36.63;37.5;36.63;37.2;18543600;0
MAGN;D;20170406;000000;37.09;37.18;36.75;36.9;6504200;0
MAGN;D;20170407;000000;36.7;36.72;35.415;35.655;8828600;0
MAGN;D;20170410;000000;35.31;35.595;34.165;35.31;13557400;0
MAGN;D;20170411;000000;35.31;37.045;34.675;36.795;11837400;0
MAGN;D;20170412;000000;36.795;37;35.625;35.74;5990800;0
MAGN;D;20170413;000000;35.74;36.6;34.805;36.315;9891300;0
MAGN;D;20170414;000000;36.455;36.765;35.635;35.7;3726500;0
MAGN;D;20170417;000000;35.7;36.485;35.51;36.335;3980900;0
MAGN;D;20170418;000000;36.335;36.6;34.55;34.76;14783200;0
MAGN;D;20170419;000000;34.605;34.955;33.735;34.225;12494800;0
MAGN;D;20170420;000000;33.915;34.31;32.81;34.05;15573100;0
MAGN;D;20170421;000000;34.25;34.93;33.615;34.155;10375300;0
MAGN;D;20170424;000000;34.6;35.385;34.33;34.97;7556800;0
MAGN;D;20170425;000000;35.35;35.475;34.52;34.665;6957800;0
MAGN;D;20170426;000000;34.8;34.99;34.225;34.85;6433400;0
MAGN;D;20170427;000000;34.94;34.94;33.62;34.105;7412200;0
MAGN;D;20170428;000000;34.23;34.505;33.65;33.905;8818800;0
MAGN;D;20170502;000000;33.8;35.85;33.8;35.85;13122300;0
MAGN;D;20170503;000000;35.665;35.945;35.04;35.6;10575200;0
MAGN;D;20170504;000000;35.505;36.65;35.295;35.985;12210800;0
MAGN;D;20170505;000000;35.665;35.8;35.05;35.8;5340400;0
MAGN;D;20170510;000000;36;36.3;34.885;35.19;9008300;0
MAGN;D;20170511;000000;35.19;35.93;33.86;33.87;14435300;0
MAGN;D;20170512;000000;34.1;34.27;33.36;34.205;8734400;0
MAGN;D;20170515;000000;33.81;34.56;32.65;33.165;8807400;0
MAGN;D;20170516;000000;32.955;33.17;32.125;32.5;15669400;0
MAGN;D;20170517;000000;32.135;32.82;31.77;31.77;13170600;0
MAGN;D;20170518;000000;31.82;32.335;31.415;32.17;12516800;0
MAGN;D;20170519;000000;32.105;32.68;30.915;32.1;15442200;0
MAGN;D;20170522;000000;32.175;32.24;31.005;31.005;7413000;0
MAGN;D;20170523;000000;31.04;32.39;30.63;32.11;11799500;0
MAGN;D;20170524;000000;32.1;32.4;31.61;31.99;6318000;0
MAGN;D;20170525;000000;32.28;32.585;31.895;32.3;6418800;0
MAGN;D;20170526;000000;32.09;32.165;31.37;31.37;6811600;0
MAGN;D;20170529;000000;31.5;31.775;30.76;31;6959100;0
MAGN;D;20170530;000000;31.2;31.86;30.5;31.54;11601800;0
MAGN;D;20170531;000000;31.7;31.775;30.91;31.095;9453500;0
MAGN;D;20170601;000000;31.3;31.3;30.14;30.6;11861200;0
MAGN;D;20170602;000000;30.8;31.025;29.57;30.9;15706000;0
MAGN;D;20170605;000000;30.005;30.335;29.65;29.81;8157000;0
MAGN;D;20170606;000000;29.985;29.99;29.25;29.475;8099900;0
MAGN;D;20170607;000000;29.4;29.945;29.255;29.6;8410800;0
MAGN;D;20170608;000000;29.51;29.855;29.05;29.4;9427000;0
MAGN;D;20170609;000000;29.57;29.765;29.35;29.765;8651100;0
MAGN;D;20170613;000000;29.765;29.99;29.4;29.795;5899600;0
MAGN;D;20170614;000000;29.795;29.95;29.105;29.4;10362700;0
MAGN;D;20170615;000000;29.105;29.335;27.72;28.82;26626000;0
MAGN;D;20170616;000000;29.065;29.535;28.655;29.38;10095400;0
MAGN;D;20170619;000000;29.23;29.485;29.08;29.31;7505500;0
MAGN;D;20170620;000000;29.31;29.725;29.25;29.69;8666700;0
MAGN;D;20170621;000000;29.78;30.395;28.75;29.835;18902800;0
MAGN;D;20170622;000000;29.7;31.59;29.655;31.46;19716100;0
MAGN;D;20170623;000000;31.525;31.75;30.855;31.41;12457000;0
MAGN;D;20170626;000000;31.41;32.24;31.41;32.08;9893000;0
MAGN;D;20170627;000000;32.15;32.54;31.81;32.46;11515800;0
MAGN;D;20170628;000000;32.46;33.785;32.225;33.3;18548800;0
MAGN;D;20170629;000000;33.31;34.385;33.16;33.505;21935500;0
MAGN;D;20170630;000000;33.415;33.97;33.195;33.35;15212500;0
MAGN;D;20170703;000000;33.56;33.7;33.165;33.505;8054500;0
MAGN;D;20170704;000000;33.41;33.675;33.05;33.42;6191000;0
MAGN;D;20170705;000000;33.5;35.04;33.24;35;21310800;0
MAGN;D;20170706;000000;35.05;35.35;34.515;34.97;13878800;0
MAGN;D;20170707;000000;34.85;34.9;34.35;34.65;9602200;0
MAGN;D;20170710;000000;34.72;35.2;34.445;34.75;9137000;0
MAGN;D;20170711;000000;34.76;35.69;34.76;35.35;19539600;0
MAGN;D;20170712;000000;35.55;36.575;35.145;36.01;31410000;0
MAGN;D;20170713;000000;36.12;36.315;35.15;35.5;9423800;0
MAGN;D;20170714;000000;35.6;35.915;34.13;34.35;14732300;0
MAGN;D;20170717;000000;34.545;36.28;34.46;36.03;18384800;0
MAGN;D;20170718;000000;36.1;36.56;35.27;35.545;13158300;0
MAGN;D;20170719;000000;35.48;36;35.3;35.88;6703600;0
MAGN;D;20170720;000000;35.975;36.04;35;35.1;6504600;0
MAGN;D;20170721;000000;35.165;35.205;34.27;34.47;6792700;0
MAGN;D;20170724;000000;34.55;34.61;33.615;33.91;10412200;0
MAGN;D;20170725;000000;33.91;34.4;33.77;34.18;12587800;0
MAGN;D;20170726;000000;34.24;34.68;34.055;34.33;13102700;0
MAGN;D;20170727;000000;34.31;34.62;33.72;33.92;8689300;0
MAGN;D;20170728;000000;33.855;34.18;33.35;33.63;8965800;0
MAGN;D;20170731;000000;33.87;34.07;33.53;33.8;10171000;0
MAGN;D;20170801;000000;33.83;34.595;33.755;34.35;10949900;0
MAGN;D;20170802;000000;34.515;34.765;34.245;34.455;7148400;0
MAGN;D;20170803;000000;34.495;34.655;34;34.37;10028500;0
MAGN;D;20170804;000000;34.325;35.465;34.115;35.35;7698000;0
MAGN;D;20170807;000000;35.6;36.34;35.3;36;27533400;0
MAGN;D;20170808;000000;36.035;36.985;35.81;36.76;20195600;0
MAGN;D;20170809;000000;36.76;37.25;36.58;37.06;12328500;0
MAGN;D;20170810;000000;37.115;37.43;36.005;36.115;12079500;0
MAGN;D;20170811;000000;35.74;36.24;35.105;36.145;13177700;0
MAGN;D;20170814;000000;36.17;36.725;36.15;36.56;11015800;0
MAGN;D;20170815;000000;36.57;36.72;35.87;36.14;10144200;0
MAGN;D;20170816;000000;36.22;37.03;36.22;36.77;12348900;0
MAGN;D;20170817;000000;36.85;37;36.46;36.73;6823800;0
MAGN;D;20170818;000000;36.6;36.85;36.12;36.795;11566200;0
MAGN;D;20170821;000000;36.8;37.695;36.715;37.43;8392000;0
MAGN;D;20170822;000000;37.47;37.96;37.16;37.555;7579600;0
MAGN;D;20170823;000000;37.325;37.93;37.325;37.845;6279300;0
MAGN;D;20170824;000000;37.855;38.18;37.435;37.74;6516800;0
MAGN;D;20170825;000000;37.69;38.8;37.69;38.64;17814900;0
MAGN;D;20170828;000000;38.645;38.965;38.1;38.695;11729100;0
MAGN;D;20170829;000000;38.52;39.08;38.28;38.9;12408400;0
MAGN;D;20170830;000000;39.075;39.5;38.865;39.355;10977700;0
MAGN;D;20170831;000000;39.25;41.5;39.165;40.26;36155400;0
MAGN;D;20170901;000000;40.66;40.985;39.32;39.91;24019000;0
MAGN;D;20170904;000000;39.895;39.895;38.455;38.595;19764300;0
MAGN;D;20170905;000000;38.6;39.25;37.83;38;22400600;0
MAGN;D;20170906;000000;39.1;41.04;38.86;40.89;91118600;0
MAGN;D;20170907;000000;41.09;42.5;40.48;42.3;33749100;0
MAGN;D;20170908;000000;42.5;43.4;41.75;41.98;40302300;0
MAGN;D;20170911;000000;42.12;42.99;41.835;42.95;21889300;0
MAGN;D;20170912;000000;43.1;43.225;42.385;43.01;12788300;0
MAGN;D;20170913;000000;43.125;43.75;42.23;42.75;26646600;0
MAGN;D;20170914;000000;42.23;42.695;41.545;41.9;20103700;0
MAGN;D;20170915;000000;41.99;42.3;41.35;42.09;17078500;0
MAGN;D;20170918;000000;42.265;42.8;41.97;42.07;13839600;0
MAGN;D;20170919;000000;42.005;42.175;41.435;41.5;14549500;0
MAGN;D;20170920;000000;41.47;42.595;41.445;42.55;16270800;0
MAGN;D;20170921;000000;42.31;42.885;42.065;42.7;22856100;0
MAGN;D;20170922;000000;42.6;43.035;42.03;42.85;18201100;0
MAGN;D;20170925;000000;42.85;44.125;42.825;43.8;18164300;0
MAGN;D;20170926;000000;43.85;44.5;43.245;43.3;18377300;0
MAGN;D;20170927;000000;43.085;43.885;43.085;43.445;8480900;0
MAGN;D;20170928;000000;43.475;43.8;42.9;43.07;10350000;0
MAGN;D;20170929;000000;43.17;43.51;42.96;43.285;6956800;0
MAGN;D;20171002;000000;43.29;44.08;43.29;44.035;10543300;0
MAGN;D;20171003;000000;44.125;44.7;44.1;44.4;9378500;0
MAGN;D;20171004;000000;44.35;44.585;44.1;44.48;6003200;0
MAGN;D;20171005;000000;44.48;44.78;43.82;44.425;9566600;0
MAGN;D;20171006;000000;44.5;44.605;44.125;44.605;13140400;0
MAGN;D;20171009;000000;43.98;44.5;43.875;44.17;9489300;0
MAGN;D;20171010;000000;44.4;45.18;44.265;44.625;13814900;0
MAGN;D;20171011;000000;44.65;45.295;44.65;45.03;12975500;0
MAGN;D;20171012;000000;45.1;45.225;44.705;44.95;12344000;0
MAGN;D;20171013;000000;45.095;45.49;44.855;45.48;15958000;0
MAGN;D;20171016;000000;45.48;46.49;45.465;46.475;16253500;0
MAGN;D;20171017;000000;46.51;47.03;46;46.25;20314000;0
MAGN;D;20171018;000000;46.5;46.5;45.35;45.4;18211700;0
MAGN;D;20171019;000000;45.4;45.77;43.62;44.44;25909900;0
MAGN;D;20171020;000000;44.6;45.11;44.115;44.45;15178900;0
MAGN;D;20171023;000000;44.53;44.54;43.735;44.48;11307700;0
MAGN;D;20171024;000000;44.55;45.305;44.025;44.885;13920700;0
MAGN;D;20171025;000000;44.88;45.3;44.3;44.48;9159300;0
MAGN;D;20171026;000000;44.48;45.1;43.65;45;14622700;0
MAGN;D;20171027;000000;45.12;45.3;43.94;44.52;13521900;0
MAGN;D;20171030;000000;44.5;44.58;43.845;43.85;8724200;0
MAGN;D;20171031;000000;43.85;44.38;43.715;44.15;10021500;0
MAGN;D;20171101;000000;44.005;44.44;43.855;44;9966300;0
MAGN;D;20171102;000000;44.095;44.25;42.15;43.645;18667400;0
MAGN;D;20171103;000000;43.8;44;43.085;43.6;15722100;0
MAGN;D;20171107;000000;43.935;44.865;43.305;44.255;21787300;0
MAGN;D;20171108;000000;44.3;46.8;44.3;46.175;34120700;0
MAGN;D;20171109;000000;46.2;46.39;44.71;45.1;27241300;0
MAGN;D;20171110;000000;45.1;46.5;44.82;45.87;15207200;0
MAGN;D;20171113;000000;45.87;47;45.87;46.3;22457300;0
MAGN;D;20171114;000000;47.085;47.33;46.39;46.4;57600700;0
MAGN;D;20171115;000000;46.39;46.5;43.2;44.62;44846300;0
MAGN;D;20171116;000000;45.22;45.59;44.1;45.545;18258600;0
MAGN;D;20171117;000000;45.74;46.33;45.18;45.9;16018800;0
MAGN;D;20171120;000000;45.85;46.135;45.065;45.585;14578700;0
MAGN;D;20171121;000000;45.605;46;45.525;45.95;23084700;0
MAGN;D;20171122;000000;45.95;46.2;45.26;45.8;19965600;0
MAGN;D;20171123;000000;45.8;45.92;45.5;45.77;10870800;0
MAGN;D;20171124;000000;45.895;45.985;45.52;45.985;8491600;0
MAGN;D;20171127;000000;45.825;45.85;45.08;45.18;24206900;0
MAGN;D;20171128;000000;45.2;45.725;44.735;45.725;24291900;0
MAGN;D;20171129;000000;45.725;45.885;45.15;45.19;24491400;0
MAGN;D;20171130;000000;45.205;45.62;43.93;43.93;185197700;0
MAGN;D;20171201;000000;43.8;44.835;43.51;44.23;35455700;0
MAGN;D;20171204;000000;44.23;45.05;43.25;44.4;17890100;0
MAGN;D;20171205;000000;44.395;44.575;43.795;44.13;14557800;0
MAGN;D;20171206;000000;44.13;44.95;43.93;44.95;25599400;0
MAGN;D;20171207;000000;44.95;44.95;44.035;44.39;14244300;0
MAGN;D;20171208;000000;44.45;44.49;43.72;44.145;6694800;0
MAGN;D;20171211;000000;44.2;44.43;44.05;44.3;13625800;0
MAGN;D;20171212;000000;44.39;45.3;44.075;45;30006500;0
MAGN;D;20171213;000000;44.85;45.25;44.6;44.7;17376500;0
MAGN;D;20171214;000000;44.7;45.185;44.28;44.89;9144000;0
MAGN;D;20171215;000000;44.67;45;44.1;44.1;19517800;0
MAGN;D;20171218;000000;43.415;43.55;42.25;42.57;13263300;0
MAGN;D;20171219;000000;42.565;43.445;41.77;43.35;19176100;0
MAGN;D;20171220;000000;43.35;43.525;42.755;43.165;9498900;0
MAGN;D;20171221;000000;43.29;43.53;42.855;43.1;14393800;0
MAGN;D;20171222;000000;43.21;43.465;42.08;42.185;10066100;0
MAGN;D;20171225;000000;42.21;42.78;41.875;42.2;2179000;0
MAGN;D;20171226;000000;42;42.32;41.52;41.665;3465300;0
MAGN;D;20171227;000000;41.75;42.195;40.525;41.97;9241500;0
MAGN;D;20171228;000000;42.195;42.5;41.715;42.5;11807100;0
MAGN;D;20171229;000000;42.525;42.62;41.86;41.86;7627200;0
MAGN;D;20180103;000000;41.93;42.905;41.805;42.6;7190800;0
MAGN;D;20180104;000000;42.695;43;42.4;42.95;8883400;0
MAGN;D;20180105;000000;43.05;43.485;42.675;43.485;9800500;0
MAGN;D;20180109;000000;43.5;44;43.375;44;19067700;0
MAGN;D;20180110;000000;43.99;44.605;43.27;44.605;10780200;0
MAGN;D;20180111;000000;44.6;45.25;44.49;45.25;12599500;0
MAGN;D;20180112;000000;45.19;45.35;44.59;45.35;8133400;0
MAGN;D;20180115;000000;45.375;45.9;45.05;45.74;7707500;0
MAGN;D;20180116;000000;45.84;46;44.44;44.665;10436600;0
MAGN;D;20180117;000000;44.6;44.845;43.62;44.82;9858900;0
MAGN;D;20180118;000000;44.835;45.2;43.9;44;11692500;0
MAGN;D;20180119;000000;44.1;45.095;44.1;44.88;10175900;0
MAGN;D;20180122;000000;44.88;46;44.6;45.3;14860500;0
MAGN;D;20180123;000000;45.4;45.58;44.405;44.9;6019300;0
MAGN;D;20180124;000000;44.725;44.875;43.84;43.9;6304000;0
MAGN;D;20180125;000000;43.9;44.99;43.8;44.99;10366400;0
MAGN;D;20180126;000000;44.995;45;43.825;44.205;7658600;0
MAGN;D;20180129;000000;44.205;45.445;44.05;45.445;12592600;0
MAGN;D;20180130;000000;45.15;45.78;44.82;45.375;7331500;0
MAGN;D;20180131;000000;45.265;45.8;45.125;45.61;11226600;0
MAGN;D;20180201;000000;45.62;45.85;45.18;45.85;6561200;0
MAGN;D;20180202;000000;45.85;45.98;44.645;44.875;9931000;0
MAGN;D;20180205;000000;45;45.435;44.1;45.185;8665500;0
MAGN;D;20180206;000000;44.24;44.9;43.24;44.21;17409900;0
MAGN;D;20180207;000000;44.41;45.795;44.41;45.795;13399000;0
MAGN;D;20180208;000000;45.555;45.88;45.08;45.625;7125200;0
MAGN;D;20180209;000000;44.855;45.21;43.67;43.72;11447500;0
MAGN;D;20180212;000000;44.26;44.46;43.915;44.05;6535600;0
MAGN;D;20180213;000000;44.3;45.5;44.045;45.27;8682700;0
MAGN;D;20180214;000000;45.28;46;45.01;46;10249900;0
MAGN;D;20180215;000000;46.295;46.58;45.515;45.85;6983000;0
MAGN;D;20180216;000000;45.95;46.125;44.77;45.635;12474300;0
MAGN;D;20180219;000000;45.705;45.95;44.775;45.6;3322100;0
MAGN;D;20180220;000000;45.585;45.78;45.315;45.715;3767800;0
MAGN;D;20180221;000000;45.595;46.695;44.99;46.37;16206600;0
MAGN;D;20180222;000000;46.295;46.965;45.915;46.55;14626400;0
MAGN;D;20180226;000000;46.5;47.84;46.31;47.5;12222700;0
MAGN;D;20180227;000000;47.545;48.1;47.215;48.1;8287600;0
MAGN;D;20180228;000000;47.885;48.3;46.91;47.68;15206000;0
MAGN;D;20180301;000000;47.45;47.45;46.35;46.685;5711300;0
MAGN;D;20180302;000000;46.195;46.55;45.16;45.205;7704700;0
MAGN;D;20180305;000000;45.385;46.575;45.255;46.29;8410000;0
MAGN;D;20180306;000000;46.44;47.945;46.42;46.77;19577700;0
MAGN;D;20180307;000000;46.8;47.275;46.31;46.45;11079100;0
MAGN;D;20180309;000000;46.84;46.84;45.535;46.755;7760900;0
MAGN;D;20180312;000000;46.77;46.98;45.905;46.69;6451900;0
MAGN;D;20180313;000000;46.56;46.605;46.01;46.15;7608800;0
MAGN;D;20180314;000000;46.1;46.5;44.6;44.66;17294800;0
MAGN;D;20180315;000000;44.77;45.43;44.69;45.08;7513500;0
MAGN;D;20180316;000000;45;45.25;44.375;45.025;11319400;0
MAGN;D;20180319;000000;45;45.22;44.215;44.215;6217900;0
MAGN;D;20180320;000000;44.295;44.645;44.005;44.23;10339900;0
MAGN;D;20180321;000000;44.36;46.2;44.175;46.195;11420800;0
MAGN;D;20180322;000000;46.155;46.18;45.455;46.15;7365800;0
MAGN;D;20180323;000000;45.545;45.695;44.605;44.87;11948500;0
MAGN;D;20180326;000000;44.835;45.14;44.275;44.42;9887300;0
MAGN;D;20180327;000000;44.9;44.9;44.06;44.06;7648300;0
MAGN;D;20180328;000000;44.07;44.375;43.6;44.045;7223300;0
MAGN;D;20180329;000000;44.045;44.55;43.9;44.2;7081800;0
MAGN;D;20180330;000000;44.33;44.53;43.975;44.135;1980900;0
MAGN;D;20180402;000000;44.03;44.985;44.03;44.455;6150100;0
MAGN;D;20180403;000000;44.595;44.61;43.77;44.265;8580100;0
MAGN;D;20180404;000000;44.17;44.57;43.89;44.225;9796400;0
MAGN;D;20180405;000000;44.305;44.9;44.21;44.9;3478000;0
MAGN;D;20180406;000000;44.69;45.8;44.605;45.5;5755100;0
MAGN;D;20180409;000000;45.34;45.4;40.06;42.925;14295400;0
MAGN;D;20180410;000000;42.605;44.57;42.295;44.41;10792400;0
MAGN;D;20180411;000000;44.3;45.04;43.275;44;9359900;0
MAGN;D;20180412;000000;44.495;44.985;42.84;44.85;10479000;0
MAGN;D;20180413;000000;44.825;45.1;44.205;44.24;6935400;0
MAGN;D;20180416;000000;44.14;44.63;43.14;43.25;7744300;0
MAGN;D;20180417;000000;43.865;44.95;43.57;44.725;7497900;0
MAGN;D;20180418;000000;44.87;46.75;44.705;46.5;9128800;0
MAGN;D;20180419;000000;46.495;46.815;45.54;46.43;6610400;0
MAGN;D;20180420;000000;46.04;46.95;46.04;46.85;5052700;0
MAGN;D;20180423;000000;46.77;47.37;46.495;46.88;7471700;0
MAGN;D;20180424;000000;47;47;45.52;46.21;11191900;0
MAGN;D;20180425;000000;46.35;46.35;45.595;45.965;4857800;0
MAGN;D;20180426;000000;45.91;46.59;45.68;46.42;7674200;0
MAGN;D;20180427;000000;46.48;50.505;45.615;47.46;14948900;0
MAGN;D;20180428;000000;47.395;47.74;46.28;47.08;1174100;0
MAGN;D;20180430;000000;47.17;48.895;47.1;48.68;6999000;0
MAGN;D;20180502;000000;48.465;48.54;46.81;47.02;12123900;0
MAGN;D;20180503;000000;46.98;46.98;45.505;45.505;9952500;0
MAGN;D;20180504;000000;45.89;45.96;45.165;45.33;6284200;0
MAGN;D;20180507;000000;45.49;46.56;45.49;46.56;4784000;0
MAGN;D;20180508;000000;46.32;46.32;45.53;46.07;10747000;0
MAGN;D;20180510;000000;46.2;46.43;45.545;45.69;7778500;0
MAGN;D;20180511;000000;45.86;46.075;45.55;45.55;4543100;0
MAGN;D;20180514;000000;45.66;46.195;45.13;46;5291000;0
MAGN;D;20180515;000000;46;46.19;44.515;44.8;11287400;0
MAGN;D;20180516;000000;44.855;45.005;44.01;44.195;14541400;0
MAGN;D;20180517;000000;44.23;44.925;44.015;44.6;7674700;0
MAGN;D;20180518;000000;44.6;45.185;44.415;44.77;5862600;0
MAGN;D;20180521;000000;44.785;45.935;44.785;45.755;8527400;0
MAGN;D;20180522;000000;45.655;46.195;45.17;45.76;6065900;0
MAGN;D;20180523;000000;45.85;46.115;45.21;45.5;7771800;0
MAGN;D;20180524;000000;45.665;46.6;45.665;46.4;10635500;0
MAGN;D;20180525;000000;46.435;47.89;46.265;47.41;17073000;0
MAGN;D;20180528;000000;47.4;47.72;47.055;47.52;4809900;0
MAGN;D;20180529;000000;47.635;47.74;46.69;47.445;6506100;0
MAGN;D;20180530;000000;47.225;47.9;47.15;47.38;9407800;0
MAGN;D;20180531;000000;47.745;49.09;47.54;49.09;19601400;0
MAGN;D;20180601;000000;48.72;49.05;47.8;47.81;8600300;0
MAGN;D;20180604;000000;47.99;48.275;47.755;48.06;4004100;0
MAGN;D;20180605;000000;48.43;48.43;47.8;48.3;3579600;0
MAGN;D;20180606;000000;48.54;49.345;48.35;48.86;9670300;0
MAGN;D;20180607;000000;48.995;49.79;48.905;49.195;8052900;0
MAGN;D;20180608;000000;49;49.34;48.31;48.395;8369700;0
MAGN;D;20180609;000000;48.415;48.97;48.415;48.845;819900;0
MAGN;D;20180611;000000;48.295;48.95;48.03;48.6;5242200;0
MAGN;D;20180613;000000;48.375;49.55;48.23;48.23;8638900;0
MAGN;D;20180614;000000;48.4;48.47;47.545;47.745;5547900;0
MAGN;D;20180615;000000;47.945;48.63;47.25;48.235;8990700;0
MAGN;D;20180618;000000;48.135;48.395;46.44;46.475;5727500;0
MAGN;D;20180619;000000;46.275;46.335;43.9;44.855;12806600;0
MAGN;D;20180620;000000;44.95;46.245;44.95;45.42;13048900;0
MAGN;D;20180621;000000;45.6;45.625;45.04;45.295;8262100;0
MAGN;D;20180622;000000;45.005;45.38;44.57;44.705;5863100;0
MAGN;D;20180625;000000;44.405;44.84;43.945;43.945;4899900;0
MAGN;D;20180626;000000;44.015;44.445;43.315;44.345;9769800;0
MAGN;D;20180627;000000;44.31;44.745;43.58;43.68;8359100;0
MAGN;D;20180628;000000;43.6;43.6;42.03;42.23;12426700;0
MAGN;D;20180629;000000;42.6;43.01;42.185;42.55;10482500;0
MAGN;D;20180702;000000;42.535;43.18;42.385;42.6;10037800;0
MAGN;D;20180703;000000;42.83;42.89;42.47;42.79;6791000;0
MAGN;D;20180704;000000;42.57;43.315;42.515;43.15;6075000;0
MAGN;D;20180705;000000;43.15;44.535;42.96;44.535;8529600;0
MAGN;D;20180706;000000;44.4;44.465;43.705;44.445;7052600;0
MAGN;D;20180709;000000;44.69;45.12;44.655;45.115;6016900;0
MAGN;D;20180710;000000;45.33;45.845;44.53;44.53;8115200;0
MAGN;D;20180711;000000;44.445;44.82;43.825;44.05;7687000;0
MAGN;D;20180712;000000;44.2;44.685;44.015;44.34;5319800;0
MAGN;D;20180713;000000;44.7;45.05;44.4;44.63;6177500;0
MAGN;D;20180716;000000;44.49;44.935;44.155;44.75;3286600;0
